seqnames	start	end	width	strand	tx_id	gene_id
chr1	134455531	134491018	35488	+	2743	240756
chr1	134455555	134490873	35319	+	2744	240756
chr1	134494648	134508774	14127	+	2747	98710
chr1	134560171	134635285	75115	+	2751	75605
chr1	134560192	134631522	71331	+	2752	75605
chr1	134646677	134741829	95153	+	2757	20980
chr1	134646681	134749417	102737	+	2758	20980
chr1	134709300	134753149	43850	+	2759	20980
chr1	134962565	134974162	11598	+	2763	67196
chr1	134962618	134974141	11524	+	2765	67196
chr1	134971279	134974159	2881	+	2766	67196
chr1	135132700	135144034	11335	+	2769	320139
chr1	135132725	135145317	12593	+	2770	320139
chr1	135133309	135144920	11612	+	2772	320139
chr1	135146824	135156269	9446	+	2773	68724
chr1	135147669	135156269	8601	+	2774	68724
chr1	135324807	135368065	43259	+	2780	93689
chr1	135720061	135752232	32172	+	2782	13007
chr1	135729147	135752232	23086	+	2783	13007
chr1	135766119	135769136	3018	+	2784	27280
chr1	135783065	135805622	22558	+	2787	21952
chr1	135799402	135810989	11588	+	2788	21952
chr1	135799421	135810989	11569	+	2790	21952
chr1	135799511	135810700	11190	+	2791	21952
chr1	135799519	135809735	10217	+	2792	21952
chr1	135799833	135810989	11157	+	2793	21952
chr1	135805057	135809909	4853	+	2794	21952
chr1	135818598	135833342	14745	+	2795	16763
chr1	135836354	135852260	15907	+	2798	21956
chr1	135836386	135852260	15875	+	2799	21956
chr1	135836402	135848049	11648	+	2802	21956
chr1	135836410	135852260	15851	+	2803	21956
chr1	135836413	135852260	15848	+	2804	21956
chr1	135840699	135849459	8761	+	2805	21956
chr1	135840857	135852260	11404	+	2806	21956
chr1	135840875	135852260	11386	+	2807	21956
chr1	135840875	135852260	11386	+	2808	21956
chr1	135840875	135852260	11386	+	2809	21956
chr1	135840875	135852260	11386	+	2810	21956
chr1	135840875	135852260	11386	+	2811	21956
chr1	136008150	136034267	26118	+	2814	66241
chr1	136017967	136035342	17376	+	2815	66241
chr1	136018062	136034292	16231	+	2816	66241
chr1	136050804	136051370	567	+	2819	226439
chr1	136052750	136119530	66781	+	2820	12292
chr1	136052784	136119535	66752	+	2821	12292
chr1	136052901	136119822	66922	+	2822	12292
chr1	136073554	136119529	45976	+	2824	12292
chr1	136131389	136177998	46610	+	2827	16565
chr1	136131430	136177998	46569	+	2828	16565
chr1	136160358	136165044	4687	+	2830	16565
chr1	136415271	136440158	24888	+	2837	67997
chr1	136467935	136527646	59712	+	2841	381293
chr1	136467935	136531511	63577	+	2842	381293
chr1	136467958	136531511	63554	+	2843	381293
chr1	136476340	136479915	3576	+	2846	381293
chr1	136624901	136630053	5153	+	2851	226442
chr1	136624901	136630053	5153	+	2852	226442
chr1	138273738	138289462	15725	+	2878	338375
chr1	138963435	139063718	100284	+	2881	329260
chr1	138963709	139176043	212335	+	2882	329260
chr1	138963728	139085928	122201	+	2883	329260
chr1	138963869	139178960	215092	+	2884	329260
chr1	138967720	139176043	208324	+	2885	329260
chr1	139422288	139441857	19570	+	2897	226470
chr1	139422382	139453005	30624	+	2898	226470
chr1	139423654	139449183	25530	+	2899	226470
chr1	139454772	139494088	39317	+	2900	12316
chr1	139454775	139494091	39317	+	2902	12316
chr1	139501702	139523752	22051	+	2905	14060
chr1	140246158	140612067	365910	+	2911	240776
chr1	140246195	140609782	363588	+	2912	240776
chr1	140246207	140610079	363873	+	2913	240776
chr1	140512956	140574789	61834	+	2917	240776
chr1	143640664	143654614	13951	+	2926	26878
chr1	143739029	143746776	7748	+	2929	69367
chr1	143739557	143749401	9845	+	2931	69367
chr1	143739615	143746776	7162	+	2934	69367
chr1	143739618	143745599	5982	+	2935	69367
chr1	143739646	143747309	7664	+	2936	69367
chr1	143740375	143749676	9302	+	2937	69367
chr1	143777272	143807305	30034	+	2941	56207
chr1	143777281	143807466	30186	+	2943	56207
chr1	143777321	143799990	22670	+	2945	56207
chr1	143794717	143806941	12225	+	2950	56207
chr1	146494760	146902471	407712	+	2954	215378
chr1	146497614	146751780	254167	+	2955	215378
chr1	146497687	146902472	404786	+	2956	215378
chr1	146497704	146902466	404763	+	2957	215378
chr1	150100031	150108227	8197	+	2969	19225
chr1	150100332	150101326	995	+	2970	19225
chr1	150319417	150333905	14489	+	2972	20028
chr1	150319417	150333906	14490	+	2973	20028
chr1	150319426	150333322	13897	+	2974	20028
chr1	150319429	150333903	14475	+	2975	20028
chr1	150392838	150449815	56978	+	2977	108989
chr1	150393250	150449935	56686	+	2978	108989
chr1	150429364	150440315	10952	+	2983	108989
chr1	150445918	150449927	4010	+	2988	108989
chr1	151182537	151184243	1707	+	2999	NA
chr1	151192376	151194054	1679	+	3000	NA
chr1	151198448	151199350	903	+	3001	NA
chr1	151204121	151205065	945	+	3002	NA
chr1	151210131	151211072	942	+	3003	NA
chr1	151344477	151364422	19946	+	3004	117198
chr1	151344509	151356799	12291	+	3005	117198
chr1	151344518	151364415	19898	+	3006	117198
chr1	151344578	151363365	18788	+	3007	117198
chr1	151361247	151362034	788	+	3008	117198
chr1	151428542	151458161	29620	+	3010	98685
chr1	151428706	151458161	29456	+	3015	98685
chr1	151571186	151644898	73713	+	3019	63913
chr1	151571373	151721939	150567	+	3020	63913
chr1	151571452	151719342	147891	+	3021	63913
chr1	151571496	151690182	118687	+	3022	63913
chr1	151755371	151818935	63565	+	3024	66967
chr1	151755374	151822051	66678	+	3025	66967
chr1	151755460	151818979	63520	+	3026	66967
chr1	151755460	151818979	63520	+	3027	66967
chr1	152399830	152509818	109989	+	3030	269132
chr1	152399830	152510695	110866	+	3031	269132
chr1	152750551	152757544	6994	+	3032	71281
chr1	152766542	152775597	9056	+	3033	67771
chr1	152766542	152775597	9056	+	3034	67771
chr1	152800194	152836991	36798	+	3036	17970
chr1	152807837	152824292	16456	+	3037	17970
chr1	152807890	152836990	29101	+	3038	17970
chr1	152954993	153119164	164172	+	3043	226518
chr1	152954998	153119261	164264	+	3044	226518
chr1	152955041	153094088	139048	+	3045	226518
chr1	153425162	153452574	27413	+	3050	71836
chr1	153425172	153439937	14766	+	3051	71836
chr1	153653025	153700323	47299	+	3055	67792
chr1	153661081	153691000	29920	+	3056	67792
chr1	153664616	153692985	28370	+	3057	67792
chr1	153665274	153692777	27504	+	3058	67792
chr1	153665312	153695578	30267	+	3059	67792
chr1	153665593	153691050	25458	+	3060	67792
chr1	153665657	153691055	25399	+	3061	67792
chr1	153665673	153692946	27274	+	3062	67792
chr1	153665709	153697667	31959	+	3063	67792
chr1	153740349	153745468	5120	+	3066	19734
chr1	153749426	153762401	12976	+	3067	24014
chr1	153749504	153760830	11327	+	3068	24014
chr1	153751952	153760898	8947	+	3070	24014
chr1	153752852	153764221	11370	+	3072	24014
chr1	153874345	153876871	2527	+	3074	433365
chr1	153891742	153893058	1317	+	3075	240819
chr1	153899944	153909723	9780	+	3077	14645
chr1	153900585	153908182	7598	+	3078	14645
chr1	153900606	153907140	6535	+	3079	14645
chr1	154201187	154205689	4503	+	3083	100503355
chr1	155158715	155205659	46945	+	3087	58244
chr1	155158719	155201944	43226	+	3088	58244
chr1	155158748	155198255	39508	+	3089	58244
chr1	155191503	155208256	16754	+	3096	58244
chr1	155558120	155572288	14169	+	3100	72482
chr1	155558122	155691330	133209	+	3101	72482
chr1	155558126	155587798	29673	+	3102	72482
chr1	155686991	155688371	1381	+	3105	NA
chr1	156035403	156068861	33459	+	3113	240832
chr1	156035726	156053529	17804	+	3114	240832
chr1	156035772	156059542	23771	+	3115	240832
chr1	156036133	156053736	17604	+	3116	240832
chr1	156040890	156068861	27972	+	3118	240832
chr1	156040917	156053736	12820	+	3119	240832
chr1	156040917	156053736	12820	+	3120	240832
chr1	156310727	156328035	17309	+	3123	170484
chr1	156311013	156326431	15419	+	3124	170484
chr1	156366040	156366484	445	+	3125	NA
chr1	156558786	156625376	66591	+	3128	11352
chr1	156558987	156649568	90582	+	3129	11352
chr1	156559049	156642716	83668	+	3130	11352
chr1	156615923	156629993	14071	+	3132	11352
chr1	156838562	156861078	22517	+	3135	72713
chr1	156838942	156845615	6674	+	3136	72713
chr1	157458577	157488628	30052	+	3144	226527
chr1	157458580	157489060	30481	+	3145	226527
chr1	157458580	157489060	30481	+	3146	226527
chr1	157461952	157470686	8735	+	3147	226527
chr1	157472268	157492638	20371	+	3148	226527
chr1	157506728	157568422	61695	+	3149	89867
chr1	157506810	157568425	61616	+	3150	89867
chr1	157526147	157568422	42276	+	3151	89867
chr1	157533131	157562189	29059	+	3152	89867
chr1	158362273	158691779	329507	+	3157	11899
chr1	158362304	158691781	329478	+	3158	11899
chr1	158362340	158611018	248679	+	3159	11899
chr1	158362537	158610171	247635	+	3160	11899
chr1	158362550	158679492	316943	+	3161	11899
chr1	158552708	158597227	44520	+	3166	11899
chr1	158657149	158667553	10405	+	3168	11899
chr1	158657297	158684245	26949	+	3169	11899
chr1	159232320	159250119	17800	+	3172	26374
chr1	159232326	159347640	115315	+	3173	26374
chr1	159232648	159289019	56372	+	3174	26374
chr1	159232690	159250142	17453	+	3175	26374
chr1	159249248	159306598	57351	+	3178	26374
chr1	159258668	159308489	49822	+	3179	26374
chr1	159306648	159325027	18380	+	3182	26374
chr1	159523769	159931729	407961	+	3190	21960
chr1	159737510	159924397	186888	+	3195	21960
chr1	159773770	159850342	76573	+	3196	21960
chr1	159850397	159863649	13253	+	3197	21960
chr1	160044384	160080208	35825	+	3200	67647
chr1	160075162	160075461	300	+	3203	NA
chr1	160195215	160199820	4606	+	3204	64659
chr1	160195215	160202170	6956	+	3205	64659
chr1	160195303	160199812	4510	+	3206	64659
chr1	160906418	160974978	68561	+	3214	381305
chr1	160930024	160967817	37794	+	3218	381305
chr1	160978606	160997414	18809	+	3221	11905
chr1	160978646	161005863	27218	+	3222	11905
chr1	160978652	160993632	14981	+	3223	11905
chr1	160978688	160989658	10971	+	3224	11905
chr1	160984768	160997443	12676	+	3225	11905
chr1	160989377	161002463	13087	+	3228	11905
chr1	161070713	161086720	16008	+	3266	70454
chr1	161070767	161086338	15572	+	3267	70454
chr1	161070767	161086338	15572	+	3268	70454
chr1	161070892	161086324	15433	+	3269	70454
chr1	161070950	161086324	15375	+	3270	70454
chr1	161070966	161086724	15759	+	3271	70454
chr1	161070985	161083470	12486	+	3272	70454
chr1	161071016	161086338	15323	+	3273	70454
chr1	161142691	161163295	20605	+	3276	73844
chr1	161142712	161170498	27787	+	3277	73844
chr1	161142723	161167839	25117	+	3278	73844
chr1	161142740	161164214	21475	+	3279	73844
chr1	161142767	161164191	21425	+	3280	73844
chr1	161395409	161418410	23002	+	3283	22164
chr1	161494655	161505290	10636	+	3284	240873
chr1	161969186	161973435	4250	+	3290	67292
chr1	161969188	161972330	3143	+	3291	67292
chr1	161969228	161973434	4207	+	3293	NA
chr1	161969299	161970872	1574	+	3294	67292
chr1	161969302	161970531	1230	+	3295	67292
chr1	162570515	162599084	28570	+	3308	53330
chr1	162570590	162595365	24776	+	3309	53330
chr1	162570769	162594729	23961	+	3311	53330
chr1	162570828	162599078	28251	+	3312	53330
chr1	162570837	162594772	23936	+	3313	53330
chr1	162571226	162595365	24140	+	3314	53330
chr1	162639155	162649693	10539	+	3316	17926
chr1	163779583	163917109	137527	+	3325	16579
chr1	163779583	163917109	137527	+	3326	16579
chr1	163929100	163954702	25603	+	3327	240880
chr1	163929765	163955126	25362	+	3328	240880
chr1	163929790	163955110	25321	+	3329	240880
chr1	163929805	163955109	25305	+	3330	240880
chr1	163941115	163955114	14000	+	3331	240880
chr1	163994889	163997243	2355	+	3334	69962
chr1	163994889	163997243	2355	+	3335	69962
chr1	164048234	164057677	9444	+	3337	20339
chr1	164061982	164084181	22200	+	3338	20343
chr1	164062085	164080672	18588	+	3339	20343
chr1	164062189	164079692	17504	+	3340	20343
chr1	164068962	164079996	11035	+	3341	20343
chr1	164115264	164150026	34763	+	3342	20344
chr1	164141877	164149141	7265	+	3344	20344
chr1	164151838	164220277	68440	+	3347	14067
chr1	164249046	164265385	16340	+	3349	116914
chr1	164249055	164265369	16315	+	3350	116914
chr1	164249253	164263518	14266	+	3351	116914
chr1	164275585	164287847	12263	+	3353	74895
chr1	164304121	164437725	133605	+	3354	171567
chr1	164307672	164437300	129629	+	3355	171567
chr1	164308073	164437294	129222	+	3358	171567
chr1	164312879	164348181	35303	+	3360	171567
chr1	164796644	164824266	27623	+	3371	56429
chr1	165295789	165321797	26009	+	3377	240888
chr1	165302623	165326745	24123	+	3378	240888
chr1	165461037	165481214	20178	+	3382	70456
chr1	165461365	165481108	19744	+	3384	70456
chr1	165485183	165575799	90617	+	3387	271639
chr1	165485183	165576404	91222	+	3388	271639
chr1	165485183	165576774	91592	+	3389	271639
chr1	165485189	165575798	90610	+	3390	271639
chr1	165485211	165575796	90586	+	3392	271639
chr1	165503943	165567747	63805	+	3394	271639
chr1	165763746	165775308	11563	+	3401	433375
chr1	165763746	165775308	11563	+	3402	433375
chr1	165769476	165773918	4443	+	3403	433375
chr1	165788681	165871153	82473	+	3406	12503
chr1	165788681	165871153	82473	+	3407	12503
chr1	165788681	165871153	82473	+	3408	12503
chr1	165788689	165862066	73378	+	3409	12503
chr1	165788723	165867436	78714	+	3410	12503
chr1	165788765	165869094	80330	+	3411	12503
chr1	165788765	165870249	81485	+	3412	12503
chr1	166130238	166166510	36273	+	3418	59290
chr1	166130340	166157529	27190	+	3419	59290
chr1	166130467	166166509	36043	+	3421	59290
chr1	166254139	166316823	62685	+	3422	100039795
chr1	166254193	166311270	57078	+	3423	100039795
chr1	166254193	166311270	57078	+	3424	100039795
chr1	166254193	166311270	57078	+	3425	100039795
chr1	166254193	166311270	57078	+	3426	100039795
chr1	166254193	166311270	57078	+	3427	100039795
chr1	166254193	166311270	57078	+	3428	100039795
chr1	166379097	166393621	14525	+	3429	27878
chr1	166379339	166382470	3132	+	3432	27878
chr1	167001417	167091302	89886	+	3435	226610
chr1	167001417	167091302	89886	+	3436	226610
chr1	167001432	167089077	87646	+	3437	226610
chr1	167001466	167081124	79659	+	3438	226610
chr1	167001580	167088724	87145	+	3439	226610
chr1	167001589	167091009	89421	+	3440	226610
chr1	167308378	167330785	22408	+	3446	68944
chr1	167308670	167330785	22116	+	3447	68944
chr1	167308736	167333978	25243	+	3448	68944
chr1	167314137	167330600	16464	+	3449	68944
chr1	167349991	167368532	18542	+	3451	56752
chr1	167598384	167639623	41240	+	3455	20183
chr1	167598460	167639424	40965	+	3456	20183
chr1	167598480	167639618	41139	+	3457	20183
chr1	167618309	167639621	21313	+	3458	20183
chr1	167689237	167848741	159505	+	3459	110648
chr1	167689557	167848741	159185	+	3460	110648
chr1	169655501	169695813	40313	+	3463	19737
chr1	169655522	169683946	28425	+	3464	19737
chr1	169928648	169934653	6006	+	3466	78465
chr1	169929929	169934413	4485	+	3467	78465
chr1	170232749	170253608	20860	+	3473	545378
chr1	170232777	170251653	18877	+	3474	545378
chr1	170277320	170286769	9450	+	3475	26904
chr1	170308803	170312125	3323	+	3476	76925
chr1	170644532	170682789	38258	+	3478	320078
chr1	170885065	170885881	817	+	3480	NA
chr1	171018920	171029761	10842	+	3484	246256
chr1	171113918	171126829	12912	+	3486	75472
chr1	171113989	171126779	12791	+	3487	75472
chr1	171121661	171126967	5307	+	3488	75472
chr1	171122677	171126036	3360	+	3490	75472
chr1	171123150	171126942	3793	+	3491	75472
chr1	171123174	171126080	2907	+	3492	75472
chr1	171125034	171126659	1626	+	3493	75472
chr1	171150711	171161130	10420	+	3494	17528
chr1	171150711	171161130	10420	+	3495	17528
chr1	171150713	171161123	10411	+	3496	17528
chr1	171155515	171160507	4993	+	3497	17528
chr1	171213970	171218845	4876	+	3500	12355
chr1	171213971	171218843	4873	+	3501	12355
chr1	171213986	171220701	6716	+	3502	12355
chr1	171214002	171218845	4844	+	3504	12355
chr1	171214021	171218844	4824	+	3505	12355
chr1	171225054	171226379	1326	+	3508	11807
chr1	171225082	171226378	1297	+	3509	11807
chr1	171225084	171226373	1290	+	3510	11807
chr1	171225091	171226337	1247	+	3511	11807
chr1	171250421	171260637	10217	+	3512	240913
chr1	171250423	171260636	10214	+	3513	240913
chr1	171252116	171260637	8522	+	3514	240913
chr1	171270328	171276895	6568	+	3515	57370
chr1	171270339	171274286	3948	+	3516	57370
chr1	171270343	171271939	1597	+	3517	57370
chr1	171270343	171276896	6554	+	3518	57370
chr1	171270365	171276895	6531	+	3520	57370
chr1	171271640	171272604	965	+	3524	57370
chr1	171329145	171342331	13187	+	3527	21945
chr1	171329399	171342325	12927	+	3528	21945
chr1	171329408	171341682	12275	+	3529	21945
chr1	171329569	171340295	10727	+	3530	21945
chr1	171329610	171340949	11340	+	3531	21945
chr1	171330086	171338410	8325	+	3532	21945
chr1	171330355	171338339	7985	+	3533	21945
chr1	171331426	171341616	10191	+	3534	21945
chr1	171337967	171340225	2259	+	3536	21945
chr1	171345670	171359254	13585	+	3537	18637
chr1	171345730	171358402	12673	+	3538	18637
chr1	171370099	171388287	18189	+	3542	71740
chr1	171370352	171388598	18247	+	3543	71740
chr1	171370355	171388285	17931	+	3544	71740
chr1	171388954	171410240	21287	+	3545	226652
chr1	171411313	171416977	5665	+	3549	22278
chr1	171411313	171418121	6809	+	3550	22278
chr1	171411313	171419142	7830	+	3551	22278
chr1	171411384	171418757	7374	+	3555	22278
chr1	171411681	171418743	7063	+	3556	22278
chr1	171419033	171420352	1320	+	3560	226654
chr1	171437535	171464603	27069	+	3562	16456
chr1	171503478	171504750	1273	+	3565	56009
chr1	171559193	171585318	26126	+	3568	18106
chr1	171559193	171609746	50554	+	3569	18106
chr1	171682009	171705258	23250	+	3573	12506
chr1	171682010	171705256	23247	+	3574	12506
chr1	171767127	171801184	34058	+	3578	27218
chr1	171839697	171890718	51022	+	3580	12523
chr1	171840565	171855097	14533	+	3582	12523
chr1	171840621	171889076	48456	+	3583	12523
chr1	171840633	171886430	45798	+	3584	12523
chr1	171895664	171898237	2574	+	3585	NA
chr1	171917515	171953170	35656	+	3586	30925
chr1	171917537	171943910	26374	+	3587	30925
chr1	171917708	171948073	30366	+	3589	30925
chr1	171919492	171934139	14648	+	3590	30925
chr1	172082529	172122325	39797	+	3593	12847
chr1	172082805	172110744	27940	+	3595	12847
chr1	172082832	172122330	39499	+	3597	12847
chr1	172099736	172106163	6428	+	3600	12847
chr1	172126755	172135283	8529	+	3604	19298
chr1	172126762	172136493	9732	+	3606	19298
chr1	172148084	172194794	46711	+	3610	98193
chr1	172148118	172195507	47390	+	3612	98193
chr1	172148142	172195466	47325	+	3614	98193
chr1	172148178	172196389	48212	+	3615	98193
chr1	172174058	172192571	18514	+	3618	98193
chr1	172187381	172197005	9625	+	3620	98193
chr1	172261641	172319841	58201	+	3624	140559
chr1	172311771	172319841	8071	+	3625	140559
chr1	172311938	172317365	5428	+	3626	140559
chr1	172312367	172319841	7475	+	3627	140559
chr1	172318310	172319835	1526	+	3628	140559
chr1	172318760	172319720	961	+	3629	140559
chr1	172341210	172374085	32876	+	3632	16513
chr1	172376546	172384099	7554	+	3633	67556
chr1	172475358	172478575	3218	+	3636	98365
chr1	172481788	172489593	7806	+	3637	93842
chr1	172482199	172491641	9443	+	3638	93842
chr1	172482215	172498877	16663	+	3640	93842
chr1	172482231	172498877	16647	+	3643	93842
chr1	172482314	172498878	16565	+	3644	93842
chr1	172491964	172494861	2898	+	3646	93842
chr1	172500047	172507380	7334	+	3652	21346
chr1	172500245	172505852	5608	+	3653	21346
chr1	172501252	172506733	5482	+	3654	21346
chr1	172521044	172545870	24827	+	3657	71870
chr1	172521139	172532625	11487	+	3659	71870
chr1	172521181	172532602	11422	+	3660	71870
chr1	172526049	172532685	6637	+	3661	71870
chr1	172526410	172532685	6276	+	3662	71870
chr1	172537617	172540566	2950	+	3663	71870
chr1	172555938	172563717	7780	+	3664	240916
chr1	172559906	172563716	3811	+	3665	240916
chr1	172698055	172699962	1908	+	3666	12944
chr1	172950409	172958357	7949	+	3670	NA
chr1	172956768	172957817	1050	+	3671	18313
chr1	173197808	173206336	8529	+	3674	NA
chr1	173197829	173206336	8508	+	3675	NA
chr1	173203358	173204299	942	+	3676	258880
chr1	173212392	173218583	6192	+	3677	NA
chr1	173212392	173218583	6192	+	3678	NA
chr1	173215607	173216640	1034	+	3679	258881
chr1	173266001	173273994	7994	+	3680	NA
chr1	173270147	173271137	991	+	3681	258645
chr1	173350879	173466040	115162	+	3682	383619
chr1	173420598	173459719	39122	+	3684	383619
chr1	173454971	173455595	625	+	3685	383619
chr1	173455354	173466032	10679	+	3687	383619
chr1	173630917	173647928	17012	+	3690	236312
chr1	173631025	173646083	15059	+	3691	236312
chr1	173673680	173698395	24716	+	3693	100033459
chr1	173677686	173697467	19782	+	3694	100033459
chr1	174040705	174044411	3707	+	3697	NA
chr1	174041118	174043523	2406	+	3698	258712
chr1	174049205	174054752	5548	+	3699	NA
chr1	174049205	174054752	5548	+	3700	NA
chr1	174050375	174051313	939	+	3701	258711
chr1	174066605	174072273	5669	+	3703	NA
chr1	174066665	174072273	5609	+	3704	NA
chr1	174069300	174070253	954	+	3705	258713
chr1	174084331	174091343	7013	+	3706	NA
chr1	174089038	174089980	943	+	3707	258717
chr1	174096891	174103224	6334	+	3709	NA
chr1	174099460	174100407	948	+	3710	259162
chr1	174131517	174138257	6741	+	3712	NA
chr1	174136746	174137693	948	+	3713	258716
chr1	174151481	174152530	1050	+	3716	258715
chr1	174155633	174162195	6563	+	3717	NA
chr1	174158722	174159767	1046	+	3718	258302
chr1	174172776	174248450	75675	+	3720	20739
chr1	174330518	174332873	2356	+	3722	66289
chr1	174365122	174374472	9351	+	3723	NA
chr1	174365122	174374472	9351	+	3724	NA
chr1	174368919	174369848	930	+	3725	258238
chr1	174391046	174392055	1010	+	3727	258709
chr1	174424064	174434747	10684	+	3728	NA
chr1	174430430	174431384	955	+	3729	258756
chr1	174442082	174451277	9196	+	3730	NA
chr1	174448625	174449602	978	+	3731	546747
chr1	174501825	174822729	320905	+	3732	54418
chr1	174609809	174694483	84675	+	3735	54418
chr1	175620381	175659962	39582	+	3739	98256
chr1	175631996	175660853	28858	+	3740	98256
chr1	175632180	175662116	29937	+	3743	98256
chr1	175698593	175815734	117142	+	3746	75820
chr1	175698593	175815734	117142	+	3747	75820
chr1	175698787	175815366	116580	+	3748	75820
chr1	175767038	175815731	48694	+	3749	75820
chr1	175880581	175913489	32909	+	3751	26909
chr1	175880794	175887612	6819	+	3752	26909
chr1	175880796	175892061	11266	+	3753	26909
chr1	175880813	175892083	11271	+	3754	26909
chr1	175881183	175892079	10897	+	3755	26909
chr1	175892882	175900918	8037	+	3756	26909
chr1	175901369	175908732	7364	+	3757	26909
chr1	175904373	175906196	1824	+	3759	26909
chr1	175920329	175922225	1897	+	3762	226720
chr1	175920370	175921698	1329	+	3763	NA
chr1	176814660	176862127	47468	+	3770	76816
chr1	176814660	177020437	205778	+	3772	76816
chr1	176814660	177020437	205778	+	3773	76816
chr1	177442351	177447237	4887	+	3781	30928
chr1	177442466	177447486	5021	+	3782	30928
chr1	177442544	177447145	4602	+	3783	30928
chr1	177443216	177447096	3881	+	3784	30928
chr1	177444295	177450764	6470	+	3785	30928
chr1	177444649	177447788	3140	+	3786	30928
chr1	177444653	177450764	6112	+	3787	30928
chr1	177444661	177447586	2926	+	3788	30928
chr1	177444737	177447518	2782	+	3789	30928
chr1	177444938	177450760	5823	+	3790	30928
chr1	177445821	177450764	4944	+	3792	30928
chr1	177729814	177753324	23511	+	3796	69428
chr1	177808431	177962678	154248	+	3798	631584
chr1	177983423	178149962	166540	+	3799	545391
chr1	177991435	178048291	56857	+	3800	545391
chr1	177991435	178172705	181271	+	3801	545391
chr1	177991436	178172704	181269	+	3802	545391
chr1	177991436	178172704	181269	+	3803	545391
chr1	177991436	178172704	181269	+	3804	545391
chr1	178187417	178250901	63485	+	3806	78825
chr1	178187532	178257301	69770	+	3807	78825
chr1	178187847	178249338	61492	+	3808	78825
chr1	178256103	178257295	1193	+	3809	NA
chr1	178319130	178322693	3564	+	3813	66359
chr1	178406103	178484513	78411	+	3817	68226
chr1	178529125	178939200	410076	+	3820	269152
chr1	178798438	178932855	134418	+	3823	269152
chr1	179546370	179627478	81109	+	3825	226744
chr1	179668210	179687189	18980	+	3829	109232
chr1	179668210	179687189	18980	+	3830	109232
chr1	179680518	179686825	6308	+	3832	109232
chr1	179680547	179684491	3945	+	3833	109232
chr1	179960472	180163156	202685	+	3836	226751
chr1	179960585	180165603	205019	+	3837	226751
chr1	179960760	180111891	151132	+	3838	226751
chr1	179961110	180162166	201057	+	3839	226751
chr1	179961110	180162166	201057	+	3840	226751
chr1	179961110	180162166	201057	+	3841	226751
chr1	180101144	180162588	61445	+	3846	226751
chr1	180109192	180165602	56411	+	3849	226751
chr1	180109265	180149237	39973	+	3850	226751
chr1	180111339	180136724	25386	+	3851	226751
chr1	180330485	180424802	94318	+	3856	320404
chr1	180568924	180579161	10238	+	3861	11545
chr1	180568929	180601254	32326	+	3862	11545
chr1	180569226	180577624	8399	+	3863	11545
chr1	180598988	180601252	2265	+	3869	11545
chr1	180641150	180690687	49538	+	3870	72568
chr1	180641334	180690694	49361	+	3871	72568
chr1	180641360	180690687	49328	+	3874	72568
chr1	180661477	180674093	12617	+	3876	72568
chr1	180726043	180754204	28162	+	3880	170760
chr1	180851127	180868113	16987	+	3885	208768
chr1	180893108	180899103	5996	+	3888	320202
chr1	180904293	180908088	3796	+	3890	69051
chr1	180935022	180938400	3379	+	3894	13590
chr1	180942344	180952172	9829	+	3896	208795
chr1	180942458	180954872	12415	+	3897	208795
chr1	180942459	180975112	32654	+	3898	208795
chr1	180942574	180956005	13432	+	3899	208795
chr1	180944035	180975103	31069	+	3900	208795
chr1	180945906	180946714	809	+	3901	208795
chr1	180945962	180948838	2877	+	3902	208795
chr1	181051237	181060667	9431	+	3905	619326
chr1	181144693	181166248	21556	+	3909	98417
chr1	181150931	181168994	18064	+	3910	98417
chr1	181150931	181168994	18064	+	3911	98417
chr1	181352628	181459909	107282	+	3917	72978
chr1	181352630	181460641	108012	+	3918	72978
chr1	181353198	181459287	106090	+	3919	72978
chr1	181353426	181459252	105827	+	3920	72978
chr1	181576559	181814741	238183	+	3922	NA
chr1	181581953	181814719	232767	+	3923	NA
chr1	181806001	181814741	8741	+	3929	NA
chr1	181809055	181814719	5665	+	3930	NA
chr1	182124737	182131919	7183	+	3933	27058
chr1	182124750	182132407	7658	+	3934	27058
chr1	182409172	182462432	53261	+	3939	209456
chr1	182444772	182448515	3744	+	3941	209456
chr1	182565007	182606526	41520	+	3947	170725
chr1	182565012	182632352	67341	+	3949	170725
chr1	182565038	182632240	67203	+	3950	170725
chr1	182763860	182854040	90181	+	3953	96935
chr1	182764012	182895232	131221	+	3954	96935
chr1	182764395	182833228	68834	+	3955	96935
chr1	182764556	182833254	68699	+	3956	96935
chr1	182764895	182896591	131697	+	3957	96935
chr1	182954788	182975692	20905	+	3959	53791
chr1	182954788	182976044	21257	+	3960	53791
chr1	182972177	182975994	3818	+	3963	NA
chr1	183297049	183325476	28428	+	3967	108909
chr1	183297405	183323609	26205	+	3969	108909
chr1	183297570	183318834	21265	+	3970	108909
chr1	183388981	183409353	20373	+	3976	21339
chr1	183388985	183406638	17654	+	3977	21339
chr1	183408609	183410198	1590	+	3978	21339
chr1	183418462	183436801	18340	+	3981	78772
chr1	183419248	183436808	17561	+	3983	78772
chr1	184013302	184037274	23973	+	3989	63953
chr1	184034381	184075636	41256	+	3990	63953
chr1	185204117	185284185	80069	+	4005	98732
chr1	185204117	185286759	82643	+	4006	98732
chr1	185332149	185357777	25629	+	4017	23827
chr1	185332172	185356781	24610	+	4018	23827
chr1	185332173	185345339	13167	+	4019	23827
chr1	185332180	185356781	24602	+	4020	23827
